BCPS_Ministry_Group,Des_Grp,Employee_Type,Variable_Type,Occupation_Type,Occupation_Region_Group,DesGrp_Count_ORG,NonDesGrp_Count_ORG,Total_Count_ORG,DesGrp_Percent_ORG,DesGrp_Percent_AvailableWorkforce,DesGrp_Count_Expected,DesGrp_Count_Shortfall
EAO,VM,REG,Occupation,Management,Senior Managers,<3,S,9,<3,10.2,,
EAO,VM,REG,Occupation,NonManagement,Administrative & Senior Clerical,<3,S,12,<3,19,,
EAO,VM,REG,Occupation,NonManagement,Clerical Personnel,<3,S,9,<3,26.6,,
EDUC,VM,REG,Occupation,Management,Middle and Other Managers,5,46,54,9.8,9.3,,
EDUC,VM,REG,Occupation,Management,Professionals,28,116,145,19.4,24.3,35,7
EDUC,VM,REG,Occupation,Management,Senior Managers,S,S,21,S,10.2,,
EDUC,VM,REG,Occupation,Management,Supervisors,<3,S,5,<3,24.8,,
EDUC,VM,REG,Occupation,NonManagement,Administrative & Senior Clerical,11,66,78,14.3,19.2,15,4
EDUC,VM,REG,Occupation,NonManagement,Clerical Personnel,8,26,35,23.5,26.6,,
EMBC,VM,REG,Occupation,Management,Middle and Other Managers,S,S,21,S,10.3,,
EMBC,VM,REG,Occupation,Management,Professionals,<3,S,60,<3,15.7,,x
EMBC,VM,REG,Occupation,Management,"Semi-professionals, Technicians",<3,<3,4,<3,15.9,,
EMBC,VM,REG,Occupation,Management,Senior Managers,<3,S,9,<3,10.2,,
EMBC,VM,REG,Occupation,NonManagement,Administrative & Senior Clerical,<3,S,23,<3,19.1,,x
EMBC,VM,REG,Occupation,NonManagement,Clerical Personnel,<3,S,11,<3,26.6,,
EMPR,VM,REG,Occupation,Management,Middle and Other Managers,S,S,38,S,10.5,,
EMPR,VM,REG,Occupation,Management,Professionals,19,133,153,12.5,17.4,27,8
EMPR,VM,REG,Occupation,Management,Senior Managers,<3,S,27,<3,10.2,,
EMPR,VM,REG,Occupation,Management,Supervisors,<3,S,9,<3,24.8,,
EMPR,VM,REG,Occupation,NonManagement,Administrative & Senior Clerical,S,S,46,S,19.3,,x
EMPR,VM,REG,Occupation,NonManagement,Clerical Personnel,S,15,S,S,26.6,,
EMPR,VM,REG,Occupation,NonManagement,Crafts and Trades,<3,<3,1,<3,33.2,,
ENV,VM,REG,Occupation,Management,Middle and Other Managers,<3,S,74,<3,9.7,,x
ENV,VM,REG,Occupation,Management,Professionals,46,438,501,9.5,15.6,78,32
ENV,VM,REG,Occupation,Management,"Semi-professionals, Technicians",S,S,123,S,3.5,,
ENV,VM,REG,Occupation,Management,Senior Managers,<3,S,23,<3,10.2,,
ENV,VM,REG,Occupation,Management,Supervisors,<3,S,11,<3,24.8,,
ENV,VM,REG,Occupation,NonManagement,Administrative & Senior Clerical,8,43,52,15.7,19.5,10,2
ENV,VM,REG,Occupation,NonManagement,Clerical Personnel,3,60,69,4.8,26.6,18,15
FIN,VM,REG,Occupation,Management,Middle and Other Managers,88,207,306,29.8,12.1,,
FIN,VM,REG,Occupation,Management,Professionals,189,291,493,39.4,35,,
FIN,VM,REG,Occupation,Management,"Semi-professionals, Technicians",<3,<3,4,<3,32.5,,
FIN,VM,REG,Occupation,Management,Senior Managers,S,S,73,S,10.2,,
FIN,VM,REG,Occupation,Management,Supervisors,12,75,92,13.8,24.9,23,11
FIN,VM,REG,Occupation,NonManagement,Administrative & Senior Clerical,61,212,280,22.3,20.1,,
FIN,VM,REG,Occupation,NonManagement,Clerical Personnel,S,S,86,S,26.6,,
FIN,VM,REG,Occupation,NonManagement,Other Sales & Service Personnel,<3,<3,3,<3,28.7,,
FLNRORD,VM,REG,Occupation,Management,Middle and Other Managers,9,329,341,2.7,9.5,33,24
FLNRORD,VM,REG,Occupation,Management,Professionals,171,2102,2364,7.5,14,332,161
FLNRORD,VM,REG,Occupation,Management,"Semi-professionals, Technicians",<3,S,35,<3,12.4,,x
FLNRORD,VM,REG,Occupation,Management,Senior Managers,S,S,68,S,10.2,,x
FLNRORD,VM,REG,Occupation,Management,Supervisors,S,S,84,S,24.8,,x
FLNRORD,VM,REG,Occupation,NonManagement,Administrative & Senior Clerical,38,302,345,11.2,19.5,67,29
FLNRORD,VM,REG,Occupation,NonManagement,Clerical Personnel,S,S,268,S,26.5,,x
FLNRORD,VM,REG,Occupation,NonManagement,Crafts and Trades,<3,<3,2,<3,15,,
FLNRORD,VM,REG,Occupation,NonManagement,Manual Workers,<3,<3,4,<3,9.4,,
GCPE,VM,REG,Occupation,Management,Middle and Other Managers,S,S,79,S,25.3,,x
GCPE,VM,REG,Occupation,Management,Professionals,S,S,191,S,27.2,,x
GCPE,VM,REG,Occupation,Management,Senior Managers,<3,S,6,<3,10.2,,
GCPE,VM,REG,Occupation,NonManagement,Administrative & Senior Clerical,<3,S,9,<3,19.5,,
GCPE,VM,REG,Occupation,NonManagement,Clerical Personnel,<3,S,6,<3,26.6,,
HLTH,VM,REG,Occupation,Management,Middle and Other Managers,23,109,134,17.4,9.5,,
HLTH,VM,REG,Occupation,Management,Professionals,91,312,414,22.6,27.4,114,23
HLTH,VM,REG,Occupation,Management,"Semi-professionals, Technicians",<3,S,7,<3,32.5,,
HLTH,VM,REG,Occupation,Management,Senior Managers,S,S,52,S,10.2,,
HLTH,VM,REG,Occupation,Management,Supervisors,11,34,49,24.4,24.8,,
HLTH,VM,REG,Occupation,NonManagement,Administrative & Senior Clerical,53,254,314,17.3,19.4,,
HLTH,VM,REG,Occupation,NonManagement,Clerical Personnel,S,S,202,S,26.6,,
HLTH,VM,REG,Occupation,NonManagement,Other Sales & Service Personnel,<3,<3,1,<3,27.7,,
IRR,VM,REG,Occupation,Management,Middle and Other Managers,<3,S,59,<3,9.5,,x
IRR,VM,REG,Occupation,Management,Professionals,S,S,50,S,16.5,,x
IRR,VM,REG,Occupation,Management,Senior Managers,<3,S,18,<3,10.2,,
IRR,VM,REG,Occupation,NonManagement,Administrative & Senior Clerical,5,54,60,8.5,19,11,6
IRR,VM,REG,Occupation,NonManagement,Clerical Personnel,4,17,21,19,26.6,6,2
JTT,VM,REG,Occupation,Management,Middle and Other Managers,S,S,95,S,9.5,,
JTT,VM,REG,Occupation,Management,Professionals,43,84,130,33.9,23.6,,
JTT,VM,REG,Occupation,Management,Senior Managers,S,S,29,S,10.2,,
JTT,VM,REG,Occupation,Management,Supervisors,<3,<3,1,<3,24.8,,
JTT,VM,REG,Occupation,NonManagement,Administrative & Senior Clerical,24,30,59,44.4,19.2,,
JTT,VM,REG,Occupation,NonManagement,Clerical Personnel,10,7,20,58.8,26.6,,
LBR,VM,REG,Occupation,Management,Middle and Other Managers,S,S,24,S,9.5,,
LBR,VM,REG,Occupation,Management,Professionals,15,71,88,17.4,18.4,,
LBR,VM,REG,Occupation,Management,Senior Managers,<3,S,6,<3,10.2,,
LBR,VM,REG,Occupation,Management,Supervisors,<3,S,23,<3,24.8,,x
LBR,VM,REG,Occupation,NonManagement,Administrative & Senior Clerical,<3,<3,4,<3,19,,
LBR,VM,REG,Occupation,NonManagement,Clerical Personnel,S,S,33,S,26.6,,
MAH,VM,REG,Occupation,Management,Middle and Other Managers,S,S,57,S,9.5,,
MAH,VM,REG,Occupation,Management,Professionals,28,108,137,20.6,24.7,,
MAH,VM,REG,Occupation,Management,"Semi-professionals, Technicians",<3,<3,2,<3,21.3,,
MAH,VM,REG,Occupation,Management,Senior Managers,<3,S,22,<3,10.2,,
MAH,VM,REG,Occupation,Management,Supervisors,<3,S,7,<3,24.8,,
MAH,VM,REG,Occupation,NonManagement,Administrative & Senior Clerical,26,84,113,23.6,19.4,,
MAH,VM,REG,Occupation,NonManagement,Clerical Personnel,<3,S,25,<3,26.6,,x
MAH,VM,REG,Occupation,NonManagement,Crafts and Trades,<3,<3,2,<3,7.5,,
MAH,VM,REG,Occupation,NonManagement,Manual Workers,<3,<3,4,<3,9.4,,
MHA,VM,REG,Occupation,Management,Middle and Other Managers,<3,S,9,<3,9.5,,
MHA,VM,REG,Occupation,Management,Professionals,S,S,12,S,17.5,,
MHA,VM,REG,Occupation,Management,Senior Managers,<3,S,8,<3,10.2,,
MHA,VM,REG,Occupation,NonManagement,Administrative & Senior Clerical,<3,S,5,<3,19.1,,
MHA,VM,REG,Occupation,NonManagement,Clerical Personnel,<3,<3,3,<3,26.6,,
PGT,VM,REG,Occupation,Management,Middle and Other Managers,S,S,18,S,9.5,,
PGT,VM,REG,Occupation,Management,Professionals,11,20,34,35.5,25.1,,
PGT,VM,REG,Occupation,Management,Senior Managers,<3,S,5,<3,10.2,,
PGT,VM,REG,Occupation,Management,Supervisors,<3,<3,2,<3,24.8,,
PGT,VM,REG,Occupation,NonManagement,Administrative & Senior Clerical,29,91,124,24.2,19.8,,
PGT,VM,REG,Occupation,NonManagement,Clerical Personnel,20,23,52,46.5,26.6,,
PO,VM,REG,Occupation,Management,Middle and Other Managers,<3,S,19,<3,13.8,,
PO,VM,REG,Occupation,Management,Professionals,<3,S,10,<3,18.9,,
PO,VM,REG,Occupation,Management,Senior Managers,<3,S,13,<3,10.2,,
PO,VM,REG,Occupation,Management,Supervisors,<3,<3,3,<3,24.8,,
PO,VM,REG,Occupation,NonManagement,Administrative & Senior Clerical,<3,<3,2,<3,19.4,,
PO,VM,REG,Occupation,NonManagement,Clerical Personnel,<3,<3,2,<3,26.6,,
PSSG,VM,REG,Occupation,Management,Middle and Other Managers,20,221,245,8.3,9.6,,
PSSG,VM,REG,Occupation,Management,Professionals,104,498,643,17.3,18.3,,
PSSG,VM,REG,Occupation,Management,"Semi-professionals, Technicians",S,S,22,S,20.3,,
PSSG,VM,REG,Occupation,Management,Senior Managers,<3,S,35,<3,10.2,,
PSSG,VM,REG,Occupation,Management,Supervisors,S,S,25,S,24.8,,x
PSSG,VM,REG,Occupation,NonManagement,Administrative & Senior Clerical,52,194,251,21.1,20.3,,
PSSG,VM,REG,Occupation,NonManagement,Clerical Personnel,34,239,281,12.5,26.2,74,40
PSSG,VM,REG,Occupation,NonManagement,Intermediate Sales & Service,336,980,1552,25.5,19.9,,
SDPR,VM,REG,Occupation,Management,Middle and Other Managers,23,145,171,13.7,10.9,,
SDPR,VM,REG,Occupation,Management,Professionals,30,147,182,16.9,29.2,53,23
SDPR,VM,REG,Occupation,Management,"Semi-professionals, Technicians",177,579,786,23.4,19.7,,
SDPR,VM,REG,Occupation,Management,Senior Managers,3,19,22,13.6,10.2,,
SDPR,VM,REG,Occupation,Management,Supervisors,5,36,44,12.2,24.8,11,6
SDPR,VM,REG,Occupation,NonManagement,Administrative & Senior Clerical,88,362,462,19.6,23.2,,
SDPR,VM,REG,Occupation,NonManagement,Clerical Personnel,33,129,169,20.4,26.6,45,12
TAC,VM,REG,Occupation,Management,Middle and Other Managers,<3,S,13,<3,9.5,,
TAC,VM,REG,Occupation,Management,Professionals,<3,S,9,<3,19.4,,
TAC,VM,REG,Occupation,Management,Senior Managers,<3,S,6,<3,10.2,,
TAC,VM,REG,Occupation,Management,Supervisors,<3,<3,1,<3,24.8,,
TAC,VM,REG,Occupation,NonManagement,Administrative & Senior Clerical,S,S,27,S,19.3,,x
TAC,VM,REG,Occupation,NonManagement,Clerical Personnel,<3,S,5,<3,26.6,,
TRAN,VM,REG,Occupation,Management,Middle and Other Managers,13,146,161,8.2,9.5,,
TRAN,VM,REG,Occupation,Management,Professionals,92,436,550,17.4,19.5,,
TRAN,VM,REG,Occupation,Management,"Semi-professionals, Technicians",S,S,33,S,29.6,,x
TRAN,VM,REG,Occupation,Management,Senior Managers,S,S,40,S,10.2,,
TRAN,VM,REG,Occupation,Management,Supervisors,<3,S,8,<3,24.8,,
TRAN,VM,REG,Occupation,NonManagement,Administrative & Senior Clerical,27,200,234,11.9,19.1,45,18
TRAN,VM,REG,Occupation,NonManagement,Clerical Personnel,S,S,104,S,26.2,,x
TRAN,VM,REG,Occupation,NonManagement,Intermediate Sales & Service,22,125,155,15,13.7,,
TRAN,VM,REG,Occupation,NonManagement,Manual Workers,<3,<3,1,<3,9.4,,
AEST,VM,REG,Total,Total,Total,62,256,335,19.5,20.7,,
AG,VM,REG,Total,Total,Total,502,2452,3122,17,17.8,555,53
AGRI,VM,REG,Total,Total,Total,55,229,287,19.4,16.2,,
BCPSA,VM,REG,Total,Total,Total,82,388,480,17.4,18.3,,
CFD,VM,REG,Total,Total,Total,717,3247,4255,18.1,18.9,803,86
CITZ,VM,REG,Total,Total,Total,231,1274,1557,15.3,23.7,370,139
EAO,VM,REG,Total,Total,Total,6,73,80,7.6,15.5,12,6
EDUC,VM,REG,Total,Total,Total,57,275,338,17.2,20.1,,
EMBC,VM,REG,Total,Total,Total,8,115,128,6.5,16,20,12
EMPR,VM,REG,Total,Total,Total,31,258,294,10.7,17,50,19
ENV,VM,REG,Total,Total,Total,63,750,853,7.7,14.5,123,60
FIN,VM,REG,Total,Total,Total,381,910,1337,29.5,24,,
FLNRORD,VM,REG,Total,Total,Total,257,3137,3511,7.6,15.3,536,279
GCPE,VM,REG,Total,Total,Total,38,232,291,14.1,26.1,76,38
HLTH,VM,REG,Total,Total,Total,235,904,1173,20.6,22.3,,
IRR,VM,REG,Total,Total,Total,18,186,208,8.8,15.7,33,15
JTT,VM,REG,Total,Total,Total,108,214,334,33.5,17.8,,
LBR,VM,REG,Total,Total,Total,30,145,178,17.1,19.3,,
MAH,VM,REG,Total,Total,Total,66,293,369,18.4,19.7,,
MHA,VM,REG,Total,Total,Total,5,30,37,14.3,14.9,,
PGT,VM,REG,Total,Total,Total,67,152,235,30.6,21.1,,
PO,VM,REG,Total,Total,Total,4,44,49,8.3,15.3,7,3
PSSG,VM,REG,Total,Total,Total,560,2199,3054,20.3,19.3,,
SDPR,VM,REG,Total,Total,Total,359,1417,1836,20.2,21.4,392,33
TAC,VM,REG,Total,Total,Total,7,52,61,11.9,17,10,3
TRAN,VM,REG,Total,Total,Total,181,1062,1286,14.6,18,232,51
AEST,VM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),30,142,182,17.4,20,,
AEST,VM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),32,114,153,21.9,21.6,,
AG,VM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),175,1163,1414,13.1,17.8,251,76
AG,VM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),327,1289,1708,20.2,17.8,,
AGRI,VM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),41,182,226,18.4,14.6,,
AGRI,VM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),14,47,61,23,22.4,,
BCPSA,VM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),49,269,320,15.4,15.8,,
BCPSA,VM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),33,119,160,21.7,23.3,,
CFD,VM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),550,2479,3258,18.2,17.1,,
CFD,VM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),167,768,997,17.9,24.6,246,79
CITZ,VM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),124,629,771,16.5,25.1,193,69
CITZ,VM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),107,645,786,14.2,22.5,176,69
EAO,VM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),S,S,59,S,13.1,,x
EAO,VM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),<3,S,21,<3,22.3,,x
EDUC,VM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),38,183,225,17.2,19.4,,
EDUC,VM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),19,92,113,17.1,21.5,24,5
EMBC,VM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),5,85,94,5.6,14,13,8
EMBC,VM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),3,30,34,9.1,21.5,7,4
EMPR,VM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),23,201,227,10.3,15.7,36,13
EMPR,VM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),8,57,67,12.3,21.7,15,7
ENV,VM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),52,647,732,7.4,13,95,43
ENV,VM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),11,103,121,9.6,23.5,28,17
FIN,VM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),297,639,968,31.7,24.9,,
FIN,VM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),84,271,369,23.7,21.7,,
FLNRORD,VM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),189,2604,2892,6.8,13.7,396,207
FLNRORD,VM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),68,533,619,11.3,22.5,139,71
GCPE,VM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),S,S,276,S,26.3,,x
GCPE,VM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),<3,S,15,<3,22.3,,
HLTH,VM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),133,505,656,20.8,22.3,,
HLTH,VM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),102,399,517,20.4,22.2,,
IRR,VM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),9,115,127,7.3,12.4,16,7
IRR,VM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),9,71,81,11.3,21,17,8
JTT,VM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),74,177,255,29.5,16.8,,
JTT,VM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),34,37,79,47.9,21.1,,
LBR,VM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),21,118,141,15.1,17.6,,
LBR,VM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),9,27,37,25,25.7,,
MAH,VM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),36,185,225,16.3,19.4,,
MAH,VM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),30,108,144,21.7,20.2,,
MHA,VM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),S,S,29,S,13,,
MHA,VM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),<3,S,8,<3,21.9,,
PGT,VM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),18,38,59,32.1,19.1,,
PGT,VM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),49,114,176,30.1,21.8,,
PO,VM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),S,S,45,S,14.6,,x
PO,VM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),<3,<3,4,<3,23,,
PSSG,VM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),138,786,970,14.9,16,,
PSSG,VM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),422,1413,2084,23,20.8,,
SDPR,VM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),238,926,1205,20.4,19.9,,
SDPR,VM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),121,491,631,19.8,24.1,152,31
TAC,VM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),4,25,29,13.8,13.2,,
TAC,VM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),3,27,32,10,20.4,7,4
TRAN,VM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),114,653,792,14.9,17.5,,
TRAN,VM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),67,409,494,14.1,18.9,93,26
AEST,VM,REG,Region,,Vancouver CMA,15,9,26,62.5,22.7,,
AEST,VM,REG,Region,,Victoria CMA,47,247,309,16,20.5,63,16
AG,VM,REG,Region,,Other B.C. and Not Specified,53,760,850,6.5,16.4,139,86
AG,VM,REG,Region,,Vancouver CMA,360,914,1362,28.3,17,,
AG,VM,REG,Region,,Victoria CMA,89,778,910,10.3,20.3,184,95
AGRI,VM,REG,Region,,Other B.C. and Not Specified,46,165,214,21.8,15.9,,
AGRI,VM,REG,Region,,Victoria CMA,9,64,73,12.3,17.1,12,3
BCPSA,VM,REG,Region,,Other B.C. and Not Specified,<3,S,71,<3,20,,x
BCPSA,VM,REG,Region,,Vancouver CMA,S,S,67,S,19.5,,
BCPSA,VM,REG,Region,,Victoria CMA,55,281,342,16.4,17.7,,
CFD,VM,REG,Region,,Other B.C. and Not Specified,105,1588,1816,6.2,18.2,331,226
CFD,VM,REG,Region,,Vancouver CMA,498,998,1612,33.3,18.8,,
CFD,VM,REG,Region,,Victoria CMA,114,661,827,14.7,20.3,168,54
CITZ,VM,REG,Region,,Other B.C. and Not Specified,19,225,250,7.8,24.1,60,41
CITZ,VM,REG,Region,,Vancouver CMA,44,88,143,33.3,23.3,,
CITZ,VM,REG,Region,,Victoria CMA,168,961,1164,14.9,23.7,276,108
EAO,VM,REG,Region,,Other B.C. and Not Specified,<3,S,5,<3,14.1,,
EAO,VM,REG,Region,,Victoria CMA,S,S,75,S,15.6,,x
EDUC,VM,REG,Region,,Other B.C. and Not Specified,<3,<3,1,<3,13.7,,
EDUC,VM,REG,Region,,Vancouver CMA,19,30,50,38.8,19.1,,
EDUC,VM,REG,Region,,Victoria CMA,38,244,287,13.5,20.3,58,20
EMBC,VM,REG,Region,,Other B.C. and Not Specified,<3,S,19,<3,15.9,,
EMBC,VM,REG,Region,,Vancouver CMA,<3,S,12,<3,15.6,,
EMBC,VM,REG,Region,,Victoria CMA,S,S,97,S,16,,x
EMPR,VM,REG,Region,,Other B.C. and Not Specified,S,S,60,S,15.5,,x
EMPR,VM,REG,Region,,Vancouver CMA,<3,S,16,<3,16.7,,
EMPR,VM,REG,Region,,Victoria CMA,26,188,218,12.1,17.5,38,12
ENV,VM,REG,Region,,Other B.C. and Not Specified,18,382,420,4.5,12.6,53,35
ENV,VM,REG,Region,,Vancouver CMA,8,52,67,13.3,16,11,3
ENV,VM,REG,Region,,Victoria CMA,37,316,366,10.5,16.3,60,23
FIN,VM,REG,Region,,Other B.C. and Not Specified,22,58,82,27.5,26.4,,
FIN,VM,REG,Region,,Vancouver CMA,161,135,312,54.4,26.1,,
FIN,VM,REG,Region,,Victoria CMA,198,717,943,21.6,23.2,,
FLNRORD,VM,REG,Region,,Other B.C. and Not Specified,113,2283,2481,4.7,13.6,338,225
FLNRORD,VM,REG,Region,,Vancouver CMA,20,91,117,18,16.3,,
FLNRORD,VM,REG,Region,,Victoria CMA,124,763,913,14,19.6,179,55
GCPE,VM,REG,Region,,Other B.C. and Not Specified,S,S,22,S,25.4,,
GCPE,VM,REG,Region,,Vancouver CMA,<3,S,6,<3,24.3,,
GCPE,VM,REG,Region,,Victoria CMA,30,216,263,12.2,26.2,69,39
HLTH,VM,REG,Region,,Other B.C. and Not Specified,<3,S,6,<3,21.3,,
HLTH,VM,REG,Region,,Vancouver CMA,S,S,155,S,24.6,,
HLTH,VM,REG,Region,,Victoria CMA,174,812,1012,17.6,21.9,222,48
IRR,VM,REG,Region,,Other B.C. and Not Specified,<3,S,43,<3,12.3,,x
IRR,VM,REG,Region,,Vancouver CMA,<3,S,6,<3,12.3,,
IRR,VM,REG,Region,,Victoria CMA,15,141,159,9.6,16.8,27,12
JTT,VM,REG,Region,,Other B.C. and Not Specified,<3,<3,4,<3,32.7,,
JTT,VM,REG,Region,,Vancouver CMA,S,S,139,S,16.2,,
JTT,VM,REG,Region,,Victoria CMA,30,156,191,16.1,18.7,,
LBR,VM,REG,Region,,Other B.C. and Not Specified,<3,S,82,<3,19.2,,x
LBR,VM,REG,Region,,Vancouver CMA,27,34,63,44.3,19.8,,
LBR,VM,REG,Region,,Victoria CMA,<3,S,33,<3,18.5,,x
MAH,VM,REG,Region,,Other B.C. and Not Specified,<3,S,7,<3,17.2,,
MAH,VM,REG,Region,,Vancouver CMA,S,S,62,S,17.8,,
MAH,VM,REG,Region,,Victoria CMA,38,257,300,12.9,20.1,60,22
MHA,VM,REG,Region,,Vancouver CMA,<3,<3,1,<3,19,,
MHA,VM,REG,Region,,Victoria CMA,S,S,36,S,14.8,,
PGT,VM,REG,Region,,Other B.C. and Not Specified,<3,S,21,<3,20.1,,x
PGT,VM,REG,Region,,Vancouver CMA,S,S,202,S,21.3,,
PGT,VM,REG,Region,,Victoria CMA,<3,S,12,<3,19.8,,
PO,VM,REG,Region,,Other B.C. and Not Specified,<3,<3,3,<3,15.4,,
PO,VM,REG,Region,,Vancouver CMA,<3,<3,1,<3,9.5,,
PO,VM,REG,Region,,Victoria CMA,S,S,45,S,15.4,,x
PSSG,VM,REG,Region,,Other B.C. and Not Specified,111,843,1083,11.6,19.3,209,98
PSSG,VM,REG,Region,,Vancouver CMA,386,784,1312,33,19.3,,
PSSG,VM,REG,Region,,Victoria CMA,63,572,659,9.9,19.2,127,64
SDPR,VM,REG,Region,,Other B.C. and Not Specified,48,633,707,7,20.6,145,97
SDPR,VM,REG,Region,,Vancouver CMA,249,382,651,39.5,21.6,,
SDPR,VM,REG,Region,,Victoria CMA,62,402,478,13.4,22.2,106,44
TAC,VM,REG,Region,,Vancouver CMA,<3,S,8,<3,14.3,,
TAC,VM,REG,Region,,Victoria CMA,S,S,53,S,17.4,,x
TRAN,VM,REG,Region,,Other B.C. and Not Specified,55,604,683,8.3,16.7,114,59
TRAN,VM,REG,Region,,Vancouver CMA,82,148,240,35.7,19,,
TRAN,VM,REG,Region,,Victoria CMA,44,310,363,12.4,19.8,72,28
AEST,WOM,REG,Occupation,Management,Middle and Other Managers,29,15,44,65.9,39.3,,
AEST,WOM,REG,Occupation,Management,Professionals,54,51,105,51.4,57,,
AEST,WOM,REG,Occupation,Management,Senior Managers,8,9,17,47.1,42.4,,
AEST,WOM,REG,Occupation,Management,Supervisors,13,3,16,81.3,75.2,,
AEST,WOM,REG,Occupation,NonManagement,Administrative & Senior Clerical,78,25,103,75.7,84.3,,
AEST,WOM,REG,Occupation,NonManagement,Clerical Personnel,40,10,50,80,86.6,,
AG,WOM,REG,Occupation,Management,Middle and Other Managers,67,89,156,42.9,39.3,,
AG,WOM,REG,Occupation,Management,Professionals,631,441,1072,58.9,45,,
AG,WOM,REG,Occupation,Management,"Semi-professionals, Technicians",105,10,115,91.3,83.3,,
AG,WOM,REG,Occupation,Management,Senior Managers,19,20,39,48.7,42.4,,
AG,WOM,REG,Occupation,Management,Supervisors,30,2,32,93.8,75.2,,
AG,WOM,REG,Occupation,NonManagement,Administrative & Senior Clerical,594,96,690,86.1,89,,
AG,WOM,REG,Occupation,NonManagement,Clerical Personnel,512,79,591,86.6,88.1,,
AG,WOM,REG,Occupation,NonManagement,Intermediate Sales & Service,73,354,427,17.1,22,,
AGRI,WOM,REG,Occupation,Management,Middle and Other Managers,9,11,20,45,39.3,,
AGRI,WOM,REG,Occupation,Management,Professionals,93,99,192,48.4,42,,
AGRI,WOM,REG,Occupation,Management,Senior Managers,3,6,9,33.3,42.4,,
AGRI,WOM,REG,Occupation,Management,Supervisors,5,0,5,100,75.2,,
AGRI,WOM,REG,Occupation,NonManagement,Administrative & Senior Clerical,24,14,38,63.2,87.4,,
AGRI,WOM,REG,Occupation,NonManagement,Clerical Personnel,23,0,23,100,86.6,,
BCPSA,WOM,REG,Occupation,Management,Middle and Other Managers,62,32,94,66,39.3,,
BCPSA,WOM,REG,Occupation,Management,Professionals,153,54,207,73.9,68.2,,
BCPSA,WOM,REG,Occupation,Management,"Semi-professionals, Technicians",<3,<3,1,<3,25.1,,
BCPSA,WOM,REG,Occupation,Management,Senior Managers,S,S,18,S,42.4,,
BCPSA,WOM,REG,Occupation,NonManagement,Administrative & Senior Clerical,61,11,72,84.7,85.2,,
